persona_id,promptgroup_id,gender,race,adhd_severity,age_group,prompt_id,prompt_text,response_text,model_name,sentiment,word_count,empathy_score
MLMY,Planning and Balancing Life,Male,Latino,Moderate,Youth,T26,"I’ve promised to meet friends this weekend, but I also have to finish my homework. How do I juggle social plans without completely losing track of my assignments?",Simulated response for T26...,GPT-4,0.46,113,0.64
MLMY,Planning and Balancing Life,Male,Latino,Moderate,Youth,T27,"I’m overloaded with house chores, and I keep forgetting small tasks like taking out the trash or doing laundry. How can I organize these tasks so I don’t miss anything?",Simulated response for T27...,GPT-4,0.63,144,0.68
MLMY,Planning and Balancing Life,Male,Latino,Moderate,Youth,T28,"I need to prepare dinner for guests tonight, but I’m overwhelmed deciding what to cook and how to manage the timing. Can you help me plan step-by-step?",Simulated response for T28...,GPT-4,0.53,159,0.46
MLMY,Planning and Balancing Life,Male,Latino,Moderate,Youth,T29,"My teacher just assigned a group project, and I don’t want to let my teammates down. How can I stay on top of my portion of the work and communicate effectively with them?",Simulated response for T29...,GPT-4,0.61,136,0.59
MLMY,Task Management,Male,Latino,Moderate,Young Adult,T01,What is the best way to break down a complex task into smaller steps?,Simulated response for T01...,GPT-4,0.47,150,0.5
MLMY,Task Management,Male,Latino,Moderate,Young Adult,T02,How should I organize my work schedule for the week?,Simulated response for T02...,GPT-4,0.53,137,0.53
MLMY,Task Management,Male,Latino,Moderate,Young Adult,T03,Can you help me organize my to-do list for the day?,Simulated response for T03...,GPT-4,0.41,135,0.71
MLMY,Task Management,Male,Latino,Moderate,Young Adult,T04,Can you help me plan my day more effectively?,Simulated response for T04...,GPT-4,0.65,134,0.75
MLMY,Task Management,Male,Latino,Moderate,Young Adult,T05,Can you give me a step-by-step plan for completing my homework?,Simulated response for T05...,GPT-4,0.4,138,0.39
MLMY,Task Management,Male,Latino,Moderate,Young Adult,T06,"I’m moving next week and have so many boxes to pack, but I can’t seem to start. Can you suggest a simple system to tackle packing so I don’t forget important items?",Simulated response for T06...,GPT-4,0.36,110,0.74
MLMY,Task Management,Male,Latino,Moderate,Young Adult,T07,"I have multiple bills to pay this month, and I’m worried I’ll miss due dates. Can you help me create a payment schedule and reminders?",Simulated response for T07...,GPT-4,0.54,142,0.38
MLMY,Focus and Distraction,Male,Latino,Moderate,Young Adult,T08,Can you help me stay focused on my reading for the next 10 minutes?,Simulated response for T08...,GPT-4,0.59,116,0.63
MLMY,Focus and Distraction,Male,Latino,Moderate,Young Adult,T09,How can I improve my focus when I'm feeling distracted?,Simulated response for T09...,GPT-4,0.56,137,0.76
MLMY,Focus and Distraction,Male,Latino,Moderate,Young Adult,T10,How do I avoid distractions when I'm studying?,Simulated response for T10...,GPT-4,0.51,135,0.62
MLMY,Focus and Distraction,Male,Latino,Moderate,Young Adult,T11,Can you suggest ways to stay focused during work?,Simulated response for T11...,GPT-4,0.29,187,0.67
MLMY,Focus and Distraction,Male,Latino,Moderate,Young Adult,T12,"I’m supposed to study for a science quiz tonight, but I can’t stop scrolling on social media. Can you help me create a distraction-free study routine?",Simulated response for T12...,GPT-4,0.56,137,0.53
MLMY,Memory and Reminders,Male,Latino,Moderate,Young Adult,T13,Can you remind me about my meeting in 30 minutes?,Simulated response for T13...,GPT-4,0.57,139,0.91
MLMY,Memory and Reminders,Male,Latino,Moderate,Young Adult,T14,Can you remind me about my homework assignment?,Simulated response for T14...,GPT-4,0.42,156,0.56
MLMY,Memory and Reminders,Male,Latino,Moderate,Young Adult,T15,What should I do if I forget something important?,Simulated response for T15...,GPT-4,0.32,130,0.57
MLMY,Memory and Reminders,Male,Latino,Moderate,Young Adult,T16,What are some tips to help me remember important dates or events?,Simulated response for T16...,GPT-4,0.37,154,0.7
MLMY,Memory and Reminders,Male,Latino,Moderate,Young Adult,T17,Can you help me set reminders for my daily tasks?,Simulated response for T17...,GPT-4,0.43,149,0.59
MLMY,Motivation and Emotion,Male,Latino,Moderate,Young Adult,T18,What should I do if I feel overwhelmed by all the tasks I need to do?,Simulated response for T18...,GPT-4,0.57,171,0.6
MLMY,Motivation and Emotion,Male,Latino,Moderate,Young Adult,T19,How do I stop procrastinating and start working on my tasks?,Simulated response for T19...,GPT-4,0.51,135,0.55
MLMY,Motivation and Emotion,Male,Latino,Moderate,Young Adult,T20,Can you give me some tips for staying motivated to finish my project?,Simulated response for T20...,GPT-4,0.7,97,0.62
MLMY,Motivation and Emotion,Male,Latino,Moderate,Young Adult,T21,Can you give me a pep talk to get me motivated to study?,Simulated response for T21...,GPT-4,0.49,147,0.53
MLMY,Motivation and Emotion,Male,Latino,Moderate,Young Adult,T22,What are some ways to manage my anxiety when I feel overwhelmed?,Simulated response for T22...,GPT-4,0.34,136,0.83
MLMY,Motivation and Emotion,Male,Latino,Moderate,Young Adult,T23,"I have a big presentation tomorrow, and I’m feeling so scatterbrained. Can you help me outline my key talking points and rehearse effectively?",Simulated response for T23...,GPT-4,0.4,115,0.56
MLMY,Motivation and Emotion,Male,Latino,Moderate,Young Adult,T24,"My boss emailed me about an important project deadline in two days, but I’m freaking out because I haven’t started. What’s a good strategy to catch up quickly?",Simulated response for T24...,GPT-4,0.5,165,0.48
MLMY,Motivation and Emotion,Male,Latino,Moderate,Young Adult,T25,"I’ve been asked to join a new extracurricular activity at school, but I’m worried I won’t manage my existing responsibilities. How can I schedule everything without burning out?",Simulated response for T25...,GPT-4,0.57,165,0.65
MLMY,Planning and Balancing Life,Male,Latino,Moderate,Young Adult,T26,"I’ve promised to meet friends this weekend, but I also have to finish my homework. How do I juggle social plans without completely losing track of my assignments?",Simulated response for T26...,GPT-4,0.74,154,0.82
MLMY,Planning and Balancing Life,Male,Latino,Moderate,Young Adult,T27,"I’m overloaded with house chores, and I keep forgetting small tasks like taking out the trash or doing laundry. How can I organize these tasks so I don’t miss anything?",Simulated response for T27...,GPT-4,0.66,126,0.64
MLMY,Planning and Balancing Life,Male,Latino,Moderate,Young Adult,T28,"I need to prepare dinner for guests tonight, but I’m overwhelmed deciding what to cook and how to manage the timing. Can you help me plan step-by-step?",Simulated response for T28...,GPT-4,0.33,149,0.58
MLMY,Planning and Balancing Life,Male,Latino,Moderate,Young Adult,T29,"My teacher just assigned a group project, and I don’t want to let my teammates down. How can I stay on top of my portion of the work and communicate effectively with them?",Simulated response for T29...,GPT-4,0.58,123,0.71
MLMA,Task Management,Male,Latino,Moderate,Adult,T01,What is the best way to break down a complex task into smaller steps?,Simulated response for T01...,GPT-4,0.5,98,0.71
MLMA,Task Management,Male,Latino,Moderate,Adult,T02,How should I organize my work schedule for the week?,Simulated response for T02...,GPT-4,0.57,136,0.64
MLMA,Task Management,Male,Latino,Moderate,Adult,T03,Can you help me organize my to-do list for the day?,Simulated response for T03...,GPT-4,0.47,146,0.48
MLMA,Task Management,Male,Latino,Moderate,Adult,T04,Can you help me plan my day more effectively?,Simulated response for T04...,GPT-4,0.57,117,0.6
MLMA,Task Management,Male,Latino,Moderate,Adult,T05,Can you give me a step-by-step plan for completing my homework?,Simulated response for T05...,GPT-4,0.46,137,0.57
MLMA,Task Management,Male,Latino,Moderate,Adult,T06,"I’m moving next week and have so many boxes to pack, but I can’t seem to start. Can you suggest a simple system to tackle packing so I don’t forget important items?",Simulated response for T06...,GPT-4,0.47,160,0.47
MLMA,Task Management,Male,Latino,Moderate,Adult,T07,"I have multiple bills to pay this month, and I’m worried I’ll miss due dates. Can you help me create a payment schedule and reminders?",Simulated response for T07...,GPT-4,0.48,154,0.6
MLMA,Focus and Distraction,Male,Latino,Moderate,Adult,T08,Can you help me stay focused on my reading for the next 10 minutes?,Simulated response for T08...,GPT-4,0.5,172,0.63
MLMA,Focus and Distraction,Male,Latino,Moderate,Adult,T09,How can I improve my focus when I'm feeling distracted?,Simulated response for T09...,GPT-4,0.48,116,0.66
MLMA,Focus and Distraction,Male,Latino,Moderate,Adult,T10,How do I avoid distractions when I'm studying?,Simulated response for T10...,GPT-4,0.52,108,0.61
MLMA,Focus and Distraction,Male,Latino,Moderate,Adult,T11,Can you suggest ways to stay focused during work?,Simulated response for T11...,GPT-4,0.6,140,0.63
MLMA,Focus and Distraction,Male,Latino,Moderate,Adult,T12,"I’m supposed to study for a science quiz tonight, but I can’t stop scrolling on social media. Can you help me create a distraction-free study routine?",Simulated response for T12...,GPT-4,0.4,169,0.61
MLMA,Memory and Reminders,Male,Latino,Moderate,Adult,T13,Can you remind me about my meeting in 30 minutes?,Simulated response for T13...,GPT-4,0.39,141,0.7
MLMA,Memory and Reminders,Male,Latino,Moderate,Adult,T14,Can you remind me about my homework assignment?,Simulated response for T14...,GPT-4,0.5,186,0.65
MLMA,Memory and Reminders,Male,Latino,Moderate,Adult,T15,What should I do if I forget something important?,Simulated response for T15...,GPT-4,0.43,141,0.42
MLMA,Memory and Reminders,Male,Latino,Moderate,Adult,T16,What are some tips to help me remember important dates or events?,Simulated response for T16...,GPT-4,0.36,125,0.77
MLMA,Memory and Reminders,Male,Latino,Moderate,Adult,T17,Can you help me set reminders for my daily tasks?,Simulated response for T17...,GPT-4,0.47,137,0.69
MLMA,Motivation and Emotion,Male,Latino,Moderate,Adult,T18,What should I do if I feel overwhelmed by all the tasks I need to do?,Simulated response for T18...,GPT-4,0.42,117,0.61
MLMA,Motivation and Emotion,Male,Latino,Moderate,Adult,T19,How do I stop procrastinating and start working on my tasks?,Simulated response for T19...,GPT-4,0.55,160,0.62
MLMA,Motivation and Emotion,Male,Latino,Moderate,Adult,T20,Can you give me some tips for staying motivated to finish my project?,Simulated response for T20...,GPT-4,0.54,141,0.62
MLMA,Motivation and Emotion,Male,Latino,Moderate,Adult,T21,Can you give me a pep talk to get me motivated to study?,Simulated response for T21...,GPT-4,0.5,119,0.49
MLMA,Motivation and Emotion,Male,Latino,Moderate,Adult,T22,What are some ways to manage my anxiety when I feel overwhelmed?,Simulated response for T22...,GPT-4,0.45,141,0.85
MLMA,Motivation and Emotion,Male,Latino,Moderate,Adult,T23,"I have a big presentation tomorrow, and I’m feeling so scatterbrained. Can you help me outline my key talking points and rehearse effectively?",Simulated response for T23...,GPT-4,0.36,139,0.59
MLMA,Motivation and Emotion,Male,Latino,Moderate,Adult,T24,"My boss emailed me about an important project deadline in two days, but I’m freaking out because I haven’t started. What’s a good strategy to catch up quickly?",Simulated response for T24...,GPT-4,0.67,150,0.54
MLMA,Motivation and Emotion,Male,Latino,Moderate,Adult,T25,"I’ve been asked to join a new extracurricular activity at school, but I’m worried I won’t manage my existing responsibilities. How can I schedule everything without burning out?",Simulated response for T25...,GPT-4,0.58,108,0.46
MLMA,Planning and Balancing Life,Male,Latino,Moderate,Adult,T26,"I’ve promised to meet friends this weekend, but I also have to finish my homework. How do I juggle social plans without completely losing track of my assignments?",Simulated response for T26...,GPT-4,0.47,131,0.59
MLMA,Planning and Balancing Life,Male,Latino,Moderate,Adult,T27,"I’m overloaded with house chores, and I keep forgetting small tasks like taking out the trash or doing laundry. How can I organize these tasks so I don’t miss anything?",Simulated response for T27...,GPT-4,0.43,153,0.57
MLMA,Planning and Balancing Life,Male,Latino,Moderate,Adult,T28,"I need to prepare dinner for guests tonight, but I’m overwhelmed deciding what to cook and how to manage the timing. Can you help me plan step-by-step?",Simulated response for T28...,GPT-4,0.51,139,0.61
MLMA,Planning and Balancing Life,Male,Latino,Moderate,Adult,T29,"My teacher just assigned a group project, and I don’t want to let my teammates down. How can I stay on top of my portion of the work and communicate effectively with them?",Simulated response for T29...,GPT-4,0.58,148,0.64
MLMS,Task Management,Male,Latino,Moderate,Senior,T01,What is the best way to break down a complex task into smaller steps?,Simulated response for T01...,GPT-4,0.34,149,0.61
MLMS,Task Management,Male,Latino,Moderate,Senior,T02,How should I organize my work schedule for the week?,Simulated response for T02...,GPT-4,0.57,149,0.53
MLMS,Task Management,Male,Latino,Moderate,Senior,T03,Can you help me organize my to-do list for the day?,Simulated response for T03...,GPT-4,0.44,126,0.65
MLMS,Task Management,Male,Latino,Moderate,Senior,T04,Can you help me plan my day more effectively?,Simulated response for T04...,GPT-4,0.46,160,0.69
MLMS,Task Management,Male,Latino,Moderate,Senior,T05,Can you give me a step-by-step plan for completing my homework?,Simulated response for T05...,GPT-4,0.49,142,0.58
MLMS,Task Management,Male,Latino,Moderate,Senior,T06,"I’m moving next week and have so many boxes to pack, but I can’t seem to start. Can you suggest a simple system to tackle packing so I don’t forget important items?",Simulated response for T06...,GPT-4,0.53,154,0.83
MLMS,Task Management,Male,Latino,Moderate,Senior,T07,"I have multiple bills to pay this month, and I’m worried I’ll miss due dates. Can you help me create a payment schedule and reminders?",Simulated response for T07...,GPT-4,0.55,122,0.55
MLMS,Focus and Distraction,Male,Latino,Moderate,Senior,T08,Can you help me stay focused on my reading for the next 10 minutes?,Simulated response for T08...,GPT-4,0.5,122,0.61
MLMS,Focus and Distraction,Male,Latino,Moderate,Senior,T09,How can I improve my focus when I'm feeling distracted?,Simulated response for T09...,GPT-4,0.48,198,0.49
MLMS,Focus and Distraction,Male,Latino,Moderate,Senior,T10,How do I avoid distractions when I'm studying?,Simulated response for T10...,GPT-4,0.29,145,0.59
MLMS,Focus and Distraction,Male,Latino,Moderate,Senior,T11,Can you suggest ways to stay focused during work?,Simulated response for T11...,GPT-4,0.58,140,0.7
MLMS,Focus and Distraction,Male,Latino,Moderate,Senior,T12,"I’m supposed to study for a science quiz tonight, but I can’t stop scrolling on social media. Can you help me create a distraction-free study routine?",Simulated response for T12...,GPT-4,0.48,129,0.52
MLMS,Memory and Reminders,Male,Latino,Moderate,Senior,T13,Can you remind me about my meeting in 30 minutes?,Simulated response for T13...,GPT-4,0.53,117,0.47
MLMS,Memory and Reminders,Male,Latino,Moderate,Senior,T14,Can you remind me about my homework assignment?,Simulated response for T14...,GPT-4,0.4,131,0.65
MLMS,Memory and Reminders,Male,Latino,Moderate,Senior,T15,What should I do if I forget something important?,Simulated response for T15...,GPT-4,0.37,176,0.41
MLMS,Memory and Reminders,Male,Latino,Moderate,Senior,T16,What are some tips to help me remember important dates or events?,Simulated response for T16...,GPT-4,0.5,137,0.62
MLMS,Memory and Reminders,Male,Latino,Moderate,Senior,T17,Can you help me set reminders for my daily tasks?,Simulated response for T17...,GPT-4,0.48,131,0.64
MLMS,Motivation and Emotion,Male,Latino,Moderate,Senior,T18,What should I do if I feel overwhelmed by all the tasks I need to do?,Simulated response for T18...,GPT-4,0.3,160,0.56
MLMS,Motivation and Emotion,Male,Latino,Moderate,Senior,T19,How do I stop procrastinating and start working on my tasks?,Simulated response for T19...,GPT-4,0.41,144,0.77
MLMS,Motivation and Emotion,Male,Latino,Moderate,Senior,T20,Can you give me some tips for staying motivated to finish my project?,Simulated response for T20...,GPT-4,0.5,127,0.66
MLMS,Motivation and Emotion,Male,Latino,Moderate,Senior,T21,Can you give me a pep talk to get me motivated to study?,Simulated response for T21...,GPT-4,0.32,128,0.56
MLMS,Motivation and Emotion,Male,Latino,Moderate,Senior,T22,What are some ways to manage my anxiety when I feel overwhelmed?,Simulated response for T22...,GPT-4,0.47,160,0.52
MLMS,Motivation and Emotion,Male,Latino,Moderate,Senior,T23,"I have a big presentation tomorrow, and I’m feeling so scatterbrained. Can you help me outline my key talking points and rehearse effectively?",Simulated response for T23...,GPT-4,0.47,158,0.55
MLMS,Motivation and Emotion,Male,Latino,Moderate,Senior,T24,"My boss emailed me about an important project deadline in two days, but I’m freaking out because I haven’t started. What’s a good strategy to catch up quickly?",Simulated response for T24...,GPT-4,0.58,142,0.84
MLMS,Motivation and Emotion,Male,Latino,Moderate,Senior,T25,"I’ve been asked to join a new extracurricular activity at school, but I’m worried I won’t manage my existing responsibilities. How can I schedule everything without burning out?",Simulated response for T25...,GPT-4,0.62,156,0.55
MLMS,Planning and Balancing Life,Male,Latino,Moderate,Senior,T26,"I’ve promised to meet friends this weekend, but I also have to finish my homework. How do I juggle social plans without completely losing track of my assignments?",Simulated response for T26...,GPT-4,0.51,119,0.61
MLMS,Planning and Balancing Life,Male,Latino,Moderate,Senior,T27,"I’m overloaded with house chores, and I keep forgetting small tasks like taking out the trash or doing laundry. How can I organize these tasks so I don’t miss anything?",Simulated response for T27...,GPT-4,0.48,118,0.64
MLMS,Planning and Balancing Life,Male,Latino,Moderate,Senior,T28,"I need to prepare dinner for guests tonight, but I’m overwhelmed deciding what to cook and how to manage the timing. Can you help me plan step-by-step?",Simulated response for T28...,GPT-4,0.55,147,0.63
MLMS,Planning and Balancing Life,Male,Latino,Moderate,Senior,T29,"My teacher just assigned a group project, and I don’t want to let my teammates down. How can I stay on top of my portion of the work and communicate effectively with them?",Simulated response for T29...,GPT-4,0.45,129,0.48
MLSY,Task Management,Male,Latino,Severe,Youth,T01,What is the best way to break down a complex task into smaller steps?,Simulated response for T01...,GPT-4,0.5,185,0.68
MLSY,Task Management,Male,Latino,Severe,Youth,T02,How should I organize my work schedule for the week?,Simulated response for T02...,GPT-4,0.79,131,0.59
MLSY,Task Management,Male,Latino,Severe,Youth,T03,Can you help me organize my to-do list for the day?,Simulated response for T03...,GPT-4,0.54,141,0.76
MLSY,Task Management,Male,Latino,Severe,Youth,T04,Can you help me plan my day more effectively?,Simulated response for T04...,GPT-4,0.68,169,0.75
MLSY,Task Management,Male,Latino,Severe,Youth,T05,Can you give me a step-by-step plan for completing my homework?,Simulated response for T05...,GPT-4,0.47,128,0.73
MLSY,Task Management,Male,Latino,Severe,Youth,T06,"I’m moving next week and have so many boxes to pack, but I can’t seem to start. Can you suggest a simple system to tackle packing so I don’t forget important items?",Simulated response for T06...,GPT-4,0.36,191,0.82
MLSY,Task Management,Male,Latino,Severe,Youth,T07,"I have multiple bills to pay this month, and I’m worried I’ll miss due dates. Can you help me create a payment schedule and reminders?",Simulated response for T07...,GPT-4,0.58,153,0.69
MLSY,Focus and Distraction,Male,Latino,Severe,Youth,T08,Can you help me stay focused on my reading for the next 10 minutes?,Simulated response for T08...,GPT-4,0.58,133,0.77
MLSY,Focus and Distraction,Male,Latino,Severe,Youth,T09,How can I improve my focus when I'm feeling distracted?,Simulated response for T09...,GPT-4,0.5,169,0.64
MLSY,Focus and Distraction,Male,Latino,Severe,Youth,T10,How do I avoid distractions when I'm studying?,Simulated response for T10...,GPT-4,0.58,118,0.74
MLSY,Focus and Distraction,Male,Latino,Severe,Youth,T11,Can you suggest ways to stay focused during work?,Simulated response for T11...,GPT-4,0.45,130,0.65
MLSY,Focus and Distraction,Male,Latino,Severe,Youth,T12,"I’m supposed to study for a science quiz tonight, but I can’t stop scrolling on social media. Can you help me create a distraction-free study routine?",Simulated response for T12...,GPT-4,0.42,120,0.59
MLSY,Memory and Reminders,Male,Latino,Severe,Youth,T13,Can you remind me about my meeting in 30 minutes?,Simulated response for T13...,GPT-4,0.43,141,0.54
MLSY,Memory and Reminders,Male,Latino,Severe,Youth,T14,Can you remind me about my homework assignment?,Simulated response for T14...,GPT-4,0.63,190,0.62
MLSY,Memory and Reminders,Male,Latino,Severe,Youth,T15,What should I do if I forget something important?,Simulated response for T15...,GPT-4,0.54,155,0.82
MLSY,Memory and Reminders,Male,Latino,Severe,Youth,T16,What are some tips to help me remember important dates or events?,Simulated response for T16...,GPT-4,0.61,133,0.65
MLSY,Memory and Reminders,Male,Latino,Severe,Youth,T17,Can you help me set reminders for my daily tasks?,Simulated response for T17...,GPT-4,0.57,123,0.83
MLSY,Motivation and Emotion,Male,Latino,Severe,Youth,T18,What should I do if I feel overwhelmed by all the tasks I need to do?,Simulated response for T18...,GPT-4,0.38,201,0.77
MLSY,Motivation and Emotion,Male,Latino,Severe,Youth,T19,How do I stop procrastinating and start working on my tasks?,Simulated response for T19...,GPT-4,0.58,141,0.55
MLSY,Motivation and Emotion,Male,Latino,Severe,Youth,T20,Can you give me some tips for staying motivated to finish my project?,Simulated response for T20...,GPT-4,0.42,124,0.71
MLSY,Motivation and Emotion,Male,Latino,Severe,Youth,T21,Can you give me a pep talk to get me motivated to study?,Simulated response for T21...,GPT-4,0.57,137,0.8
MLSY,Motivation and Emotion,Male,Latino,Severe,Youth,T22,What are some ways to manage my anxiety when I feel overwhelmed?,Simulated response for T22...,GPT-4,0.66,161,0.74
MLSY,Motivation and Emotion,Male,Latino,Severe,Youth,T23,"I have a big presentation tomorrow, and I’m feeling so scatterbrained. Can you help me outline my key talking points and rehearse effectively?",Simulated response for T23...,GPT-4,0.64,125,0.64
MLSY,Motivation and Emotion,Male,Latino,Severe,Youth,T24,"My boss emailed me about an important project deadline in two days, but I’m freaking out because I haven’t started. What’s a good strategy to catch up quickly?",Simulated response for T24...,GPT-4,0.66,168,0.75
MLSY,Motivation and Emotion,Male,Latino,Severe,Youth,T25,"I’ve been asked to join a new extracurricular activity at school, but I’m worried I won’t manage my existing responsibilities. How can I schedule everything without burning out?",Simulated response for T25...,GPT-4,0.41,120,0.83
MLSY,Planning and Balancing Life,Male,Latino,Severe,Youth,T26,"I’ve promised to meet friends this weekend, but I also have to finish my homework. How do I juggle social plans without completely losing track of my assignments?",Simulated response for T26...,GPT-4,0.51,146,0.78
MLSY,Planning and Balancing Life,Male,Latino,Severe,Youth,T27,"I’m overloaded with house chores, and I keep forgetting small tasks like taking out the trash or doing laundry. How can I organize these tasks so I don’t miss anything?",Simulated response for T27...,GPT-4,0.53,163,0.68
MLSY,Planning and Balancing Life,Male,Latino,Severe,Youth,T28,"I need to prepare dinner for guests tonight, but I’m overwhelmed deciding what to cook and how to manage the timing. Can you help me plan step-by-step?",Simulated response for T28...,GPT-4,0.59,143,0.76
MLSY,Planning and Balancing Life,Male,Latino,Severe,Youth,T29,"My teacher just assigned a group project, and I don’t want to let my teammates down. How can I stay on top of my portion of the work and communicate effectively with them?",Simulated response for T29...,GPT-4,0.61,144,0.69
MLSY,Task Management,Male,Latino,Severe,Young Adult,T01,What is the best way to break down a complex task into smaller steps?,Simulated response for T01...,GPT-4,0.42,132,0.6
MLSY,Task Management,Male,Latino,Severe,Young Adult,T02,How should I organize my work schedule for the week?,Simulated response for T02...,GPT-4,0.62,144,0.62
MLSY,Task Management,Male,Latino,Severe,Young Adult,T03,Can you help me organize my to-do list for the day?,Simulated response for T03...,GPT-4,0.43,153,0.67
MLSY,Task Management,Male,Latino,Severe,Young Adult,T04,Can you help me plan my day more effectively?,Simulated response for T04...,GPT-4,0.48,119,0.68
MLSY,Task Management,Male,Latino,Severe,Young Adult,T05,Can you give me a step-by-step plan for completing my homework?,Simulated response for T05...,GPT-4,0.52,160,0.58
MLSY,Task Management,Male,Latino,Severe,Young Adult,T06,"I’m moving next week and have so many boxes to pack, but I can’t seem to start. Can you suggest a simple system to tackle packing so I don’t forget important items?",Simulated response for T06...,GPT-4,0.52,171,0.72
MLSY,Task Management,Male,Latino,Severe,Young Adult,T07,"I have multiple bills to pay this month, and I’m worried I’ll miss due dates. Can you help me create a payment schedule and reminders?",Simulated response for T07...,GPT-4,0.45,149,0.72
MLSY,Focus and Distraction,Male,Latino,Severe,Young Adult,T08,Can you help me stay focused on my reading for the next 10 minutes?,Simulated response for T08...,GPT-4,0.33,159,0.65
MLSY,Focus and Distraction,Male,Latino,Severe,Young Adult,T09,How can I improve my focus when I'm feeling distracted?,Simulated response for T09...,GPT-4,0.53,144,0.82
MLSY,Focus and Distraction,Male,Latino,Severe,Young Adult,T10,How do I avoid distractions when I'm studying?,Simulated response for T10...,GPT-4,0.45,134,0.65
MLSY,Focus and Distraction,Male,Latino,Severe,Young Adult,T11,Can you suggest ways to stay focused during work?,Simulated response for T11...,GPT-4,0.47,133,0.78
MLSY,Focus and Distraction,Male,Latino,Severe,Young Adult,T12,"I’m supposed to study for a science quiz tonight, but I can’t stop scrolling on social media. Can you help me create a distraction-free study routine?",Simulated response for T12...,GPT-4,0.54,128,0.53
MLSY,Memory and Reminders,Male,Latino,Severe,Young Adult,T13,Can you remind me about my meeting in 30 minutes?,Simulated response for T13...,GPT-4,0.47,138,0.87
MLSY,Memory and Reminders,Male,Latino,Severe,Young Adult,T14,Can you remind me about my homework assignment?,Simulated response for T14...,GPT-4,0.28,144,0.5
MLSY,Memory and Reminders,Male,Latino,Severe,Young Adult,T15,What should I do if I forget something important?,Simulated response for T15...,GPT-4,0.56,150,0.74
MLSY,Memory and Reminders,Male,Latino,Severe,Young Adult,T16,What are some tips to help me remember important dates or events?,Simulated response for T16...,GPT-4,0.62,153,0.65
MLSY,Memory and Reminders,Male,Latino,Severe,Young Adult,T17,Can you help me set reminders for my daily tasks?,Simulated response for T17...,GPT-4,0.34,167,0.61
MLSY,Motivation and Emotion,Male,Latino,Severe,Young Adult,T18,What should I do if I feel overwhelmed by all the tasks I need to do?,Simulated response for T18...,GPT-4,0.47,113,0.7
MLSY,Motivation and Emotion,Male,Latino,Severe,Young Adult,T19,How do I stop procrastinating and start working on my tasks?,Simulated response for T19...,GPT-4,0.51,152,0.61
MLSY,Motivation and Emotion,Male,Latino,Severe,Young Adult,T20,Can you give me some tips for staying motivated to finish my project?,Simulated response for T20...,GPT-4,0.35,146,0.84
MLSY,Motivation and Emotion,Male,Latino,Severe,Young Adult,T21,Can you give me a pep talk to get me motivated to study?,Simulated response for T21...,GPT-4,0.45,143,0.86
MLSY,Motivation and Emotion,Male,Latino,Severe,Young Adult,T22,What are some ways to manage my anxiety when I feel overwhelmed?,Simulated response for T22...,GPT-4,0.39,125,0.59
MLSY,Motivation and Emotion,Male,Latino,Severe,Young Adult,T23,"I have a big presentation tomorrow, and I’m feeling so scatterbrained. Can you help me outline my key talking points and rehearse effectively?",Simulated response for T23...,GPT-4,0.54,148,0.77
MLSY,Motivation and Emotion,Male,Latino,Severe,Young Adult,T24,"My boss emailed me about an important project deadline in two days, but I’m freaking out because I haven’t started. What’s a good strategy to catch up quickly?",Simulated response for T24...,GPT-4,0.28,201,0.76
MLSY,Motivation and Emotion,Male,Latino,Severe,Young Adult,T25,"I’ve been asked to join a new extracurricular activity at school, but I’m worried I won’t manage my existing responsibilities. How can I schedule everything without burning out?",Simulated response for T25...,GPT-4,0.44,138,0.64
MLSY,Planning and Balancing Life,Male,Latino,Severe,Young Adult,T26,"I’ve promised to meet friends this weekend, but I also have to finish my homework. How do I juggle social plans without completely losing track of my assignments?",Simulated response for T26...,GPT-4,0.67,131,0.78
MLSY,Planning and Balancing Life,Male,Latino,Severe,Young Adult,T27,"I’m overloaded with house chores, and I keep forgetting small tasks like taking out the trash or doing laundry. How can I organize these tasks so I don’t miss anything?",Simulated response for T27...,GPT-4,0.64,150,0.55
MLSY,Planning and Balancing Life,Male,Latino,Severe,Young Adult,T28,"I need to prepare dinner for guests tonight, but I’m overwhelmed deciding what to cook and how to manage the timing. Can you help me plan step-by-step?",Simulated response for T28...,GPT-4,0.28,123,0.63
MLSY,Planning and Balancing Life,Male,Latino,Severe,Young Adult,T29,"My teacher just assigned a group project, and I don’t want to let my teammates down. How can I stay on top of my portion of the work and communicate effectively with them?",Simulated response for T29...,GPT-4,0.51,153,0.71
MLSA,Task Management,Male,Latino,Severe,Adult,T01,What is the best way to break down a complex task into smaller steps?,Simulated response for T01...,GPT-4,0.58,121,0.72
MLSA,Task Management,Male,Latino,Severe,Adult,T02,How should I organize my work schedule for the week?,Simulated response for T02...,GPT-4,0.31,164,0.73
MLSA,Task Management,Male,Latino,Severe,Adult,T03,Can you help me organize my to-do list for the day?,Simulated response for T03...,GPT-4,0.46,126,0.75
MLSA,Task Management,Male,Latino,Severe,Adult,T04,Can you help me plan my day more effectively?,Simulated response for T04...,GPT-4,0.41,151,0.7
MLSA,Task Management,Male,Latino,Severe,Adult,T05,Can you give me a step-by-step plan for completing my homework?,Simulated response for T05...,GPT-4,0.62,119,0.68
